         161612884 function calls (161609367 primitive calls) in 197.602 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       78    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:180(convert_yunits)
       58    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1285(set_xdata)
       54    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:31(_get_dash_pattern)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:903(_set_artist_props)
      492    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\internals\managers.py:1467(__init__)
      354    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2111(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:1423(_add_axes_internal)
      174    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        5    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:39(_wrapit)
      145    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\internals\blocks.py:3033(make_block)
      3/2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1714(transform)
       64    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:653(locator)
      3/2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1793(transform_affine)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:168(__init__)
       14    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:923(set_alpha)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\zmq\sugar\socket.py:342(send)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:3912(__getitem__)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1228(set_markeredgewidth)
       13    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:475(set_joinstyle)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:618(update_position)
       34    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      164    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:197(axes)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:31(_process_plot_format)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\backend_bases.py:2564(__init__)
       12    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:1562(convert_units)
      141    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFD949FC810}
       58    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1297(set_ydata)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:501(update_position)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unravel_index)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\colors.py:193(_to_rgba_no_colorcycle)
      322    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:129(__init__)
       16    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:922(_translate_tick_kw)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:235(_update_this)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2987(get_block_type)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\copy.py:66(copy)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\offsetbox.py:489(__init__)
       12    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:197(_set_labelrotation)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2564(get_matrix)
       12    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\units.py:58(_is_natively_supported)
        4    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
       32    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\scale.py:97(__init__)
       34    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:118(__init__)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1271(set_markersize)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:142(set_prop_cycle)
       64    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:666(formatter)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1038(set_antialiased)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
       33    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:45(_stale_figure_callback)
       14    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:183(_broadcast_shape)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:413(apply_tickdir)
      180    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\legend_handler.py:63(_update_prop)
       32    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\shape_base.py:219(_vhstack_dispatcher)
       92    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\font_manager.py:940(_normalize_font_family)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\offsetbox.py:410(__init__)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:778(set_canvas)
       16    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1768(is_separable)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\legend_handler.py:69(_default_update_prop)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:412(bounds)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1330(update_from)
       50    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\shape_base.py:208(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\gridspec.py:246(__init__)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:1100(_process_projection_requirements)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2691(set_axisbelow)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\IPython\core\getipython.py:17(get_ipython)
      118    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:71(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\ticker.py:1681(nonsingular)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\logging\__init__.py:1538(makeRecord)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\_methods.py:41(_amin)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:2475(set_boxstyle)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:529(apply_tickdir)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1213(set_markeredgecolor)
       59    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\sre_parse.py:254(get)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\logging\__init__.py:284(__init__)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2337(all)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:111(add)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:1651(clf)
        8    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:819(get_transform)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\weakref.py:51(_cb)
       19    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1296(is_math_text)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\lines.py:1050(set_color)
      128    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\ticker.py:220(set_axis)
      170    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\sre_compile.py:536(_compile_info)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2779(nonsingular)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:513(set_constrained_layout)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:768(null)
       36    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\font_manager.py:1030(get_default_size)
     10/2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\offsetbox.py:187(set_figure)
       14    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:302(set_antialiased)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1652(_set)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2342(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:1907(_set_artist_props)
       24    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\cycler.py:138(keys)
        3    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:602(_engine)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:1070(_make_key)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\logging\__init__.py:2006(getLogger)
       36    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:371(get_transform)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:157(_remove_proxy)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\construction.py:337(extract_array)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:1048(_set_artist_props)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\scale.py:117(get_transform)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:1632(_init)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\pyplot.py:861(gca)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\lib\shape_base.py:608(_column_stack_dispatcher)
        4    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2127(__init__)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\logging\__init__.py:1272(getLogger)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:274(frozen)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\pandas\core\base.py:853(_ndarray_values)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\axis.py:834(limit_range_for_scale)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\_methods.py:53(_any)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:882(get_siblings)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\legend.py:1199(_get_legend_handles_labels)
      109    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\patches.py:1830(__new__)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\offsetbox.py:661(__init__)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(tile)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\transforms.py:2408(__init__)
       13    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:1959(sca)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\figure.py:1089(fixlist)
       67    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\text.py:1151(set_text)
       10    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\offsetbox.py:199(axes)
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
       10    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\matplotlib\artist.py:841(set_clip_on)
